Datum,Wettkampf,Gerät,Mannschaft,Turner,D-Note,Endwert,Score
21.10.2023,TSV Unterföhring - TG Allgäu,Sprung,TG Allgäu,"Eberle, Stephan","4,0","11,90",0
21.10.2023,TSV Unterföhring - TG Allgäu,Sprung,TSV Unterföhring,"Eiglmeier, Christoph","4,0","12,90",4
21.10.2023,TSV Unterföhring - TG Allgäu,Sprung,TG Allgäu,"Urbin, Michael","4,0","11,35",0
21.10.2023,TSV Unterföhring - TG Allgäu,Barren,TSV Unterföhring,"Bircks, Oliver","2,5","10,00",0
21.10.2023,TSV Unterföhring - TG Allgäu,Barren,TG Allgäu,"Krapp, Kilian","3,2","12,20",5
21.10.2023,TSV Unterföhring - TG Allgäu,Barren,TSV Unterföhring,"Isztl, Daniel","3,2","11,45",0
21.10.2023,TSV Unterföhring - TG Allgäu,Barren,TG Allgäu,"Urbin, Michael","3,3","12,00",3
21.10.2023,TSV Unterföhring - TG Allgäu,Barren,TSV Unterföhring,"Zander, Daniel","3,8","12,65",2
21.10.2023,TSV Unterföhring - TG Allgäu,Barren,TG Allgäu,"Eberle, Stephan","3,2","12,20",0
21.10.2023,TSV Unterföhring - TG Allgäu,Barren,TSV Unterföhring,"Rabenstein, Julius","2,5","10,20",0
21.10.2023,TSV Unterföhring - TG Allgäu,Barren,TG Allgäu,"Kirmes, Oskar","5,0","14,05",5
21.10.2023,TSV Unterföhring - TG Allgäu,Reck,TSV Unterföhring,"Bircks, Oliver","3,1","11,10",0
21.10.2023,TSV Unterföhring - TG Allgäu,Reck,TG Allgäu,"Urbin, Michael","3,6","12,40",4
21.10.2023,TSV Unterföhring - TG Allgäu,Reck,TSV Unterföhring,"Marin Ogalla, Pablo","3,6","12,55",0
21.10.2023,TSV Unterföhring - TG Allgäu,Reck,TG Allgäu,"Krapp, Kilian","4,0","12,50",0
21.10.2023,TSV Unterföhring - TG Allgäu,Reck,TSV Unterföhring,"Isztl, Daniel","2,9","10,30",0
21.10.2023,TSV Unterföhring - TG Allgäu,Reck,TG Allgäu,"Gottwald, Julian","3,2","12,15",4
21.10.2023,TSV Unterföhring - TG Allgäu,Reck,TSV Unterföhring,"Wolf, Sebastian","2,9","10,80",0
21.10.2023,TSV Unterföhring - TG Allgäu,Reck,TG Allgäu,"Kovacs, Marton","4,5","12,40",4
30.09.2023,TSV Unterföhring - TSG Backnang,Boden,TSV Unterföhring,"Bircks, Oliver","3,8","12,10",1
30.09.2023,TSV Unterföhring - TSG Backnang,Boden,TSG Backnang,"Cocks, Jonathan","3,8","11,90",0
30.09.2023,TSV Unterföhring - TSG Backnang,Boden,TSV Unterföhring,"Wolf, Sebastian","3,8","11,55",1
30.09.2023,TSV Unterföhring - TSG Backnang,Boden,TSG Backnang,"Tasol, Tim","3,7","11,35",0
30.09.2023,TSV Unterföhring - TSG Backnang,Boden,TSV Unterföhring,"Miggitsch, Martin","4,8","12,70",4
30.09.2023,TSV Unterföhring - TSG Backnang,Boden,TSG Backnang,"Kuhn, Björn","3,4","10,75",0
30.09.2023,TSV Unterföhring - TSG Backnang,Boden,TSV Unterföhring,"Isztl, Daniel","3,5","11,85",0
30.09.2023,TSV Unterföhring - TSG Backnang,Boden,TSG Backnang,"Sirosh, Nikita","4,3","12,50",3
30.09.2023,TSV Unterföhring - TSG Backnang,Pferd,TSV Unterföhring,"Bircks, Oliver","2,5","10,20",3
30.09.2023,TSV Unterföhring - TSG Backnang,Pferd,TSG Backnang,"Wullert, Bastian","3,2","9,50",0
30.09.2023,TSV Unterföhring - TSG Backnang,Pferd,TSV Unterföhring,"Eiglmeier, Christoph","2,5","10,60",2
30.09.2023,TSV Unterföhring - TSG Backnang,Pferd,TSG Backnang,"Kuhn, Björn","2,7","10,10",0
30.09.2023,TSV Unterföhring - TSG Backnang,Pferd,TSV Unterföhring,"Miggitsch, Martin","3,9","12,50",5
30.09.2023,TSV Unterföhring - TSG Backnang,Pferd,TSG Backnang,"Ellinger, Florian","2,7","10,10",0
30.09.2023,TSV Unterföhring - TSG Backnang,Pferd,TSV Unterföhring,"Wolf, Sebastian","2,8","10,00",4
30.09.2023,TSV Unterföhring - TSG Backnang,Pferd,TSG Backnang,"Cocks, Jonathan","2,5","8,90",0
30.09.2023,TSV Unterföhring - TSG Backnang,Ringe,TSV Unterföhring,"Zander, Daniel","5,1","13,30",5
30.09.2023,TSV Unterföhring - TSG Backnang,Ringe,TSG Backnang,"Wullert, Bastian","2,9","10,80",0
30.09.2023,TSV Unterföhring - TSG Backnang,Ringe,TSV Unterföhring,"Eiglmeier, Christoph","3,3","9,70",0
30.09.2023,TSV Unterföhring - TSG Backnang,Ringe,TSG Backnang,"Ellinger, Florian","3,1","10,10",2
30.09.2023,TSV Unterföhring - TSG Backnang,Ringe,TSV Unterföhring,"Bircks, Oliver","2,9","10,80",1
30.09.2023,TSV Unterföhring - TSG Backnang,Ringe,TSG Backnang,"Kuhn, Björn","3,2","10,65",0
30.09.2023,TSV Unterföhring - TSG Backnang,Ringe,TSV Unterföhring,"Bircks, Florian","2,4","10,70",4
30.09.2023,TSV Unterföhring - TSG Backnang,Ringe,TSG Backnang,"Sirosh, Nikita","3,3","8,95",0
30.09.2023,TSV Unterföhring - TSG Backnang,Sprung,TSV Unterföhring,"Bircks, Oliver","4,0","12,85",4
30.09.2023,TSV Unterföhring - TSG Backnang,Sprung,TSG Backnang,"Kuhn, Björn","3,2","11,20",0
30.09.2023,TSV Unterföhring - TSG Backnang,Sprung,TSV Unterföhring,"Eiglmeier, Christoph","4,0","12,90",2
30.09.2023,TSV Unterföhring - TSG Backnang,Sprung,TSG Backnang,"Tasol, Tim","4,0","12,60",0
30.09.2023,TSV Unterföhring - TSG Backnang,Sprung,TSV Unterföhring,"Isztl, Daniel","4,0","12,60",3
30.09.2023,TSV Unterföhring - TSG Backnang,Sprung,TSG Backnang,"Fischer, Tom","3,2","12,00",0
30.09.2023,TSV Unterföhring - TSG Backnang,Sprung,TSV Unterföhring,"Miggitsch, Martin","4,0","12,55",4
30.09.2023,TSV Unterföhring - TSG Backnang,Sprung,TSG Backnang,"Cocks, Jonathan","1,6","10,70",0
30.09.2023,TSV Unterföhring - TSG Backnang,Barren,TSV Unterföhring,"Bircks, Oliver","2,5","11,15",2
30.09.2023,TSV Unterföhring - TSG Backnang,Barren,TSG Backnang,"Ellinger, Florian","2,5","10,80",0
30.09.2023,TSV Unterföhring - TSG Backnang,Barren,TSV Unterföhring,"Zander, Daniel","3,8","12,60",2
30.09.2023,TSV Unterföhring - TSG Backnang,Barren,TSG Backnang,"Dörksen, Luca","3,0","12,15",0
30.09.2023,TSV Unterföhring - TSG Backnang,Barren,TSV Unterföhring,"Rolle, Andreas","2,8","11,85",3
30.09.2023,TSV Unterföhring - TSG Backnang,Barren,TSG Backnang,"Kuhn, Björn","2,7","11,10",0
30.09.2023,TSV Unterföhring - TSG Backnang,Barren,TSV Unterföhring,"Isztl, Daniel","3,2","12,25",4
30.09.2023,TSV Unterföhring - TSG Backnang,Barren,TSG Backnang,"Sirosh, Nikita","3,3","10,90",0
30.09.2023,TSV Unterföhring - TSG Backnang,Reck,TSV Unterföhring,"Bircks, Oliver","2,8","10,95",0
30.09.2023,TSV Unterföhring - TSG Backnang,Reck,TSG Backnang,"Kuhn, Björn","2,6","11,40",2
30.09.2023,TSV Unterföhring - TSG Backnang,Reck,TSV Unterföhring,"Isztl, Daniel","2,9","10,40",0
30.09.2023,TSV Unterföhring - TSG Backnang,Reck,TSG Backnang,"Wullert, Bastian","2,5","11,35",3
30.09.2023,TSV Unterföhring - TSG Backnang,Reck,TSV Unterföhring,"Marin Ogalla, Pablo","3,6","12,45",4
30.09.2023,TSV Unterföhring - TSG Backnang,Reck,TSG Backnang,"Ellinger, Florian","2,5","11,25",0
30.09.2023,TSV Unterföhring - TSG Backnang,Reck,TSV Unterföhring,"Wolf, Sebastian","2,9","10,80",1
30.09.2023,TSV Unterföhring - TSG Backnang,Reck,TSG Backnang,"Cocks, Jonathan","2,5","10,60",0
21.10.2023,USC München - KTT Heilbronn,Boden,USC München,"Seipl, Paul","3,3","10,65",0
21.10.2023,USC München - KTT Heilbronn,Boden,KTT Heilbronn,"Späth, Fabian","3,7","11,50",3
21.10.2023,USC München - KTT Heilbronn,Boden,USC München,"Huber, Paul","3,3","11,45",3
21.10.2023,USC München - KTT Heilbronn,Boden,KTT Heilbronn,"Hofmann, Jakob","3,9","10,60",0
21.10.2023,USC München - KTT Heilbronn,Boden,USC München,"Trattnig, Stephan","3,5","11,95",3
21.10.2023,USC München - KTT Heilbronn,Boden,KTT Heilbronn,"Thiele, Moritz","3,8","11,30",0
21.10.2023,USC München - KTT Heilbronn,Boden,USC München,"Röhr, Alessio","3,4","10,60",1
21.10.2023,USC München - KTT Heilbronn,Boden,KTT Heilbronn,"Payer, Stefan","3,8","10,35",0
21.10.2023,USC München - KTT Heilbronn,Pferd,USC München,"Seipl, Paul","2,5","10,30",0
21.10.2023,USC München - KTT Heilbronn,Pferd,KTT Heilbronn,"Binder, Julius","2,7","10,30",0
21.10.2023,USC München - KTT Heilbronn,Pferd,USC München,"Schnippe, Lukas","2,7","8,65",5
21.10.2023,USC München - KTT Heilbronn,Pferd,KTT Heilbronn,"Thiele, Moritz","2,6","5,05",0
21.10.2023,USC München - KTT Heilbronn,Pferd,USC München,"Trattnig, Stephan","2,5","10,70",0
21.10.2023,USC München - KTT Heilbronn,Pferd,KTT Heilbronn,"Hofmann, Jakob","3,9","11,15",2
21.10.2023,USC München - KTT Heilbronn,Pferd,USC München,"Pfinder, Moritz","3,3","11,10",3
21.10.2023,USC München - KTT Heilbronn,Pferd,KTT Heilbronn,"Konrad, Joshua","2,7","10,30",0
21.10.2023,USC München - KTT Heilbronn,Ringe,USC München,"Seipl, Paul","2,4","10,55",3
21.10.2023,USC München - KTT Heilbronn,Ringe,KTT Heilbronn,"Staufert, Colin","2,0","10,00",0
21.10.2023,USC München - KTT Heilbronn,Ringe,USC München,"Huber, Paul","2,9","11,05",1
21.10.2023,USC München - KTT Heilbronn,Ringe,KTT Heilbronn,"Schaaf, Jonas","2,7","10,85",0
21.10.2023,USC München - KTT Heilbronn,Ringe,USC München,"Peindl, Severin","2,5","10,80",3
21.10.2023,USC München - KTT Heilbronn,Ringe,KTT Heilbronn,"Payer, Stefan","2,7","9,80",0
21.10.2023,USC München - KTT Heilbronn,Ringe,USC München,"Hechtl, Dominik","2,7","10,60",1
21.10.2023,USC München - KTT Heilbronn,Ringe,KTT Heilbronn,"Storz, Patrick","3,0","10,45",0
21.10.2023,USC München - KTT Heilbronn,Sprung,USC München,"Schnippe, Lukas","3,2","11,95",1
21.10.2023,USC München - KTT Heilbronn,Sprung,KTT Heilbronn,"Späth, Fabian","3,2","11,70",0
21.10.2023,USC München - KTT Heilbronn,Sprung,USC München,"Albert, Felix","3,2","11,70",0
21.10.2023,USC München - KTT Heilbronn,Sprung,KTT Heilbronn,"Hofmann, Jakob","4,0","12,40",3
21.10.2023,USC München - KTT Heilbronn,Sprung,USC München,"Huber, Paul","4,0","12,80",4
21.10.2023,USC München - KTT Heilbronn,Sprung,KTT Heilbronn,"Thiele, Moritz","3,2","11,75",0
21.10.2023,USC München - KTT Heilbronn,Sprung,USC München,"Röhr, Alessio","4,0","12,60",3
21.10.2023,USC München - KTT Heilbronn,Sprung,KTT Heilbronn,"Binder, Julius","3,2","11,75",0
21.10.2023,USC München - KTT Heilbronn,Barren,USC München,"Peindl, Severin","2,6","10,80",0
21.10.2023,USC München - KTT Heilbronn,Barren,KTT Heilbronn,"Storz, Patrick","2,4","11,70",3
21.10.2023,USC München - KTT Heilbronn,Barren,USC München,"Huber, Paul","2,5","11,45",3
21.10.2023,USC München - KTT Heilbronn,Barren,KTT Heilbronn,"Binder, Julius","2,4","10,90",0
21.10.2023,USC München - KTT Heilbronn,Barren,USC München,"Trattnig, Stephan","2,5","11,85",3
21.10.2023,USC München - KTT Heilbronn,Barren,KTT Heilbronn,"Schaaf, Jonas","2,5","11,15",0
21.10.2023,USC München - KTT Heilbronn,Barren,USC München,"Albert, Felix","2,4","11,60",0
21.10.2023,USC München - KTT Heilbronn,Barren,KTT Heilbronn,"Hofmann, Jakob","3,4","12,25",3
21.10.2023,USC München - KTT Heilbronn,Reck,USC München,"Röhr, Alessio","2,5","10,50",5
21.10.2023,USC München - KTT Heilbronn,Reck,KTT Heilbronn,"Payer, Stefan","2,4","7,00",0
21.10.2023,USC München - KTT Heilbronn,Reck,USC München,"Hechtl, Dominik","2,5","10,85",3
21.10.2023,USC München - KTT Heilbronn,Reck,KTT Heilbronn,"Schaaf, Jonas","2,8","10,20",0
21.10.2023,USC München - KTT Heilbronn,Reck,USC München,"Albert, Felix","2,4","10,45",2
21.10.2023,USC München - KTT Heilbronn,Reck,KTT Heilbronn,"Braun, Dominik","2,4","10,10",0
21.10.2023,USC München - KTT Heilbronn,Reck,USC München,"Trattnig, Stephan","2,4","11,30",2
21.10.2023,USC München - KTT Heilbronn,Reck,KTT Heilbronn,"Hofmann, Jakob","2,5","11,00",0
28.10.2023,USC München - TG Allgäu,Boden,USC München,"Röhr, Alessio","3,5","10,70",0
28.10.2023,USC München - TG Allgäu,Boden,TG Allgäu,"Urbin, Michael","3,9","11,70",3
28.10.2023,USC München - TG Allgäu,Boden,USC München,"Huber, Paul","3,9","12,25",3
28.10.2023,USC München - TG Allgäu,Boden,TG Allgäu,"Eberle, Stephan","3,9","11,35",0
28.10.2023,USC München - TG Allgäu,Boden,USC München,"Albert, Felix","3,3","11,30",0
28.10.2023,USC München - TG Allgäu,Boden,TG Allgäu,"Krapp, Kilian","4,6","12,25",3
28.10.2023,USC München - TG Allgäu,Boden,USC München,"Hechtl, Dominik","3,9","9,50",0
28.10.2023,USC München - TG Allgäu,Boden,TG Allgäu,"Kirmes, Oskar","5,2","12,85",5
28.10.2023,USC München - TG Allgäu,Pferd,USC München,"Seipl, Paul","2,5","9,00",5
28.10.2023,USC München - TG Allgäu,Pferd,TG Allgäu,"Viehmann, Bastian","2,2","3,55",0
28.10.2023,USC München - TG Allgäu,Pferd,USC München,"Huber, Paul","2,4","10,80",0
28.10.2023,USC München - TG Allgäu,Pferd,TG Allgäu,"Kirmes, Oskar","4,7","13,50",5
28.10.2023,USC München - TG Allgäu,Pferd,USC München,"Trattnig, Stephan","2,5","10,20",0
28.10.2023,USC München - TG Allgäu,Pferd,TG Allgäu,"Eberle, Stephan","3,7","11,30",4
28.10.2023,USC München - TG Allgäu,Pferd,USC München,"Pfinder, Moritz","3,3","9,25",0
28.10.2023,USC München - TG Allgäu,Pferd,TG Allgäu,"Urbin, Stephan","2,5","10,15",3
28.10.2023,USC München - TG Allgäu,Ringe,USC München,"Peindl, Severin","2,5","10,70",2
28.10.2023,USC München - TG Allgäu,Ringe,TG Allgäu,"Eberle, Maximilian","3,3","10,30",0
28.10.2023,USC München - TG Allgäu,Ringe,USC München,"Huber, David","2,4","10,70",4
28.10.2023,USC München - TG Allgäu,Ringe,TG Allgäu,"Viehmann, Bastian","3,1","9,40",0
28.10.2023,USC München - TG Allgäu,Ringe,USC München,"Huber, Paul","2,9","10,90",0
28.10.2023,USC München - TG Allgäu,Ringe,TG Allgäu,"Kirmes, Oskar","4,6","13,20",5
28.10.2023,USC München - TG Allgäu,Ringe,USC München,"Hechtl, Dominik","3,1","10,10",4
28.10.2023,USC München - TG Allgäu,Ringe,TG Allgäu,"Schreiber, Florian","3,4","8,85",0
28.10.2023,USC München - TG Allgäu,Sprung,USC München,"Schnippe, Lukas","3,2","11,70",2
28.10.2023,USC München - TG Allgäu,Sprung,TG Allgäu,"Viehmann, Bastian","2,4","11,30",0
28.10.2023,USC München - TG Allgäu,Sprung,USC München,"Albert, Felix","3,2","11,60",0
28.10.2023,USC München - TG Allgäu,Sprung,TG Allgäu,"Eberle, Stephan","4,0","12,30",3
28.10.2023,USC München - TG Allgäu,Sprung,USC München,"Röhr, Alessio","4,0","12,85",0
28.10.2023,USC München - TG Allgäu,Sprung,TG Allgäu,"Krapp, Kilian","4,4","12,95",0
28.10.2023,USC München - TG Allgäu,Sprung,USC München,"Huber, Paul","4,0","13,10",0
28.10.2023,USC München - TG Allgäu,Sprung,TG Allgäu,"Kirmes, Oskar","4,0","13,35",1
28.10.2023,USC München - TG Allgäu,Barren,USC München,"Huber, David","2,5","11,35",3
28.10.2023,USC München - TG Allgäu,Barren,TG Allgäu,"Urbin, Michael","3,3","10,75",0
28.10.2023,USC München - TG Allgäu,Barren,USC München,"Albert, Felix","2,4","11,45",0
28.10.2023,USC München - TG Allgäu,Barren,TG Allgäu,"Eberle, Stephan","3,2","11,70",1
28.10.2023,USC München - TG Allgäu,Barren,USC München,"Huber, Paul","2,5","11,30",0
28.10.2023,USC München - TG Allgäu,Barren,TG Allgäu,"Kirmes, Oskar","5,0","13,90",5
28.10.2023,USC München - TG Allgäu,Barren,USC München,"Peindl, Severin","2,4","10,80",0
28.10.2023,USC München - TG Allgäu,Barren,TG Allgäu,"Krapp, Kilian","3,2","12,30",4
28.10.2023,USC München - TG Allgäu,Reck,USC München,"Albert, Felix","2,4","10,25",0
28.10.2023,USC München - TG Allgäu,Reck,TG Allgäu,"Krapp, Kilian","4,0","11,55",4
28.10.2023,USC München - TG Allgäu,Reck,USC München,"Pfinder, Moritz","2,6","8,85",0
28.10.2023,USC München - TG Allgäu,Reck,TG Allgäu,"Gottwald, Julian","3,2","10,90",5
28.10.2023,USC München - TG Allgäu,Reck,USC München,"Röhr, Alessio","2,9","9,90",0
28.10.2023,USC München - TG Allgäu,Reck,TG Allgäu,"Urbin, Michael","3,5","11,65",4
28.10.2023,USC München - TG Allgäu,Reck,USC München,"Trattnig, Stephan","2,4","10,30",0
28.10.2023,USC München - TG Allgäu,Reck,TG Allgäu,"Kirmes, Oskar","4,4","13,50",5
07.10.2023,USC München - TG Wangen-Eisenharz,Boden,USC München,"Huber, Paul","3,3","11,60",3
07.10.2023,USC München - TG Wangen-Eisenharz,Boden,TG Wangen-Eisenharz,"Ruf, Elias","4,0","11,05",0
07.10.2023,USC München - TG Wangen-Eisenharz,Boden,USC München,"Bouchi, Rayan","3,2","11,35",0
07.10.2023,USC München - TG Wangen-Eisenharz,Boden,TG Wangen-Eisenharz,"von Kirn, Julian","4,3","12,00",3
07.10.2023,USC München - TG Wangen-Eisenharz,Boden,USC München,"Röhr, Alessio","3,4","11,80",1
07.10.2023,USC München - TG Wangen-Eisenharz,Boden,TG Wangen-Eisenharz,"Mittmann, Moritz","3,3","11,60",0
07.10.2023,USC München - TG Wangen-Eisenharz,Boden,USC München,"Seipl, Paul","3,3","10,50",0
07.10.2023,USC München - TG Wangen-Eisenharz,Boden,TG Wangen-Eisenharz,"Drechsel, Manuel","4,0","12,25",4
07.10.2023,USC München - TG Wangen-Eisenharz,Pferd,USC München,"Bouchi, Rayan","2,6","10,60",0
07.10.2023,USC München - TG Wangen-Eisenharz,Pferd,TG Wangen-Eisenharz,"Kimmerle, Felix","3,1","10,75",1
07.10.2023,USC München - TG Wangen-Eisenharz,Pferd,USC München,"Schnippe, Lukas","2,1","3,40",0
07.10.2023,USC München - TG Wangen-Eisenharz,Pferd,TG Wangen-Eisenharz,"Schober, Pascal","3,5","11,90",10
07.10.2023,USC München - TG Wangen-Eisenharz,Pferd,USC München,"Pfinder, Moritz","2,6","9,70",0
07.10.2023,USC München - TG Wangen-Eisenharz,Pferd,TG Wangen-Eisenharz,"Ruf, Elias","2,7","10,25",3
07.10.2023,USC München - TG Wangen-Eisenharz,Pferd,USC München,"Seipl, Paul","2,5","10,50",0
07.10.2023,USC München - TG Wangen-Eisenharz,Pferd,TG Wangen-Eisenharz,"Mittmann, Moritz","3,2","11,20",3
07.10.2023,USC München - TG Wangen-Eisenharz,Ringe,USC München,"Huber, Paul","2,4","10,25",0
07.10.2023,USC München - TG Wangen-Eisenharz,Ringe,TG Wangen-Eisenharz,"Steinhauser, Nico","3,2","10,70",2
07.10.2023,USC München - TG Wangen-Eisenharz,Ringe,USC München,"Seipl, Paul","2,4","10,50",0
07.10.2023,USC München - TG Wangen-Eisenharz,Ringe,TG Wangen-Eisenharz,"Kimmerle, Felix","3,3","10,70",1
07.10.2023,USC München - TG Wangen-Eisenharz,Ringe,USC München,"Peindl, Severin","2,5","10,45",0
07.10.2023,USC München - TG Wangen-Eisenharz,Ringe,TG Wangen-Eisenharz,"Ruf, Elias","3,8","10,45",0
07.10.2023,USC München - TG Wangen-Eisenharz,Ringe,USC München,"Huber, David","2,5","9,15",0
07.10.2023,USC München - TG Wangen-Eisenharz,Ringe,TG Wangen-Eisenharz,"Drechsel, Manuel","3,5","11,50",5
07.10.2023,USC München - TG Wangen-Eisenharz,Sprung,USC München,"Röhr, Alessio","4,0","12,75",3
07.10.2023,USC München - TG Wangen-Eisenharz,Sprung,TG Wangen-Eisenharz,"Ruf, Elias","3,2","12,20",0
07.10.2023,USC München - TG Wangen-Eisenharz,Sprung,USC München,"Schnippe, Lukas","3,2","12,00",0
07.10.2023,USC München - TG Wangen-Eisenharz,Sprung,TG Wangen-Eisenharz,"Kimmerle, Felix","3,2","12,25",1
07.10.2023,USC München - TG Wangen-Eisenharz,Sprung,USC München,"Bouchi, Rayan","3,2","12,05",0
07.10.2023,USC München - TG Wangen-Eisenharz,Sprung,TG Wangen-Eisenharz,"Drechsel, Manuel","4,0","12,95",3
07.10.2023,USC München - TG Wangen-Eisenharz,Sprung,USC München,"Albert, Felix","2,4","11,60",4
07.10.2023,USC München - TG Wangen-Eisenharz,Sprung,TG Wangen-Eisenharz,"Ruchti, Finn","2,2","10,50",0
07.10.2023,USC München - TG Wangen-Eisenharz,Barren,USC München,"Huber, David","2,5","11,30",0
07.10.2023,USC München - TG Wangen-Eisenharz,Barren,TG Wangen-Eisenharz,"Kimmerle, Felix","3,3","11,45",1
07.10.2023,USC München - TG Wangen-Eisenharz,Barren,USC München,"Huber, Paul","2,5","11,10",1
07.10.2023,USC München - TG Wangen-Eisenharz,Barren,TG Wangen-Eisenharz,"Schober, Pascal","3,3","10,90",0
07.10.2023,USC München - TG Wangen-Eisenharz,Barren,USC München,"Hechtl, Dominik","2,5","10,90",0
07.10.2023,USC München - TG Wangen-Eisenharz,Barren,TG Wangen-Eisenharz,"Mittmann, Moritz","3,4","12,15",4
07.10.2023,USC München - TG Wangen-Eisenharz,Barren,USC München,"Trattnig, Stephan","2,5","11,50",0
07.10.2023,USC München - TG Wangen-Eisenharz,Barren,TG Wangen-Eisenharz,"Drechsel, Manuel","3,5","12,20",3
07.10.2023,USC München - TG Wangen-Eisenharz,Reck,USC München,"Albert, Felix","2,4","9,40",0
07.10.2023,USC München - TG Wangen-Eisenharz,Reck,TG Wangen-Eisenharz,"Kimmerle, Felix","2,7","10,75",4
07.10.2023,USC München - TG Wangen-Eisenharz,Reck,USC München,"Bouchi, Rayan","2,5","9,50",0
07.10.2023,USC München - TG Wangen-Eisenharz,Reck,TG Wangen-Eisenharz,"von Kirn, Julian","2,4","9,45",0
07.10.2023,USC München - TG Wangen-Eisenharz,Reck,USC München,"Hechtl, Dominik","2,9","10,45",3
07.10.2023,USC München - TG Wangen-Eisenharz,Reck,TG Wangen-Eisenharz,"Drechsel, Manuel","2,6","9,50",0
07.10.2023,USC München - TG Wangen-Eisenharz,Reck,USC München,"Trattnig, Stephan","2,4","10,30",0
07.10.2023,USC München - TG Wangen-Eisenharz,Reck,TG Wangen-Eisenharz,"Ruf, Elias","2,9","10,75",2
23.09.2023,USC München - TSV Unterföhring,Boden,USC München,"Trattnig, Stephan","3,5","11,50",0
23.09.2023,USC München - TSV Unterföhring,Boden,TSV Unterföhring,"Bircks, Oliver","3,8","12,00",2
23.09.2023,USC München - TSV Unterföhring,Boden,USC München,"Bouchi, Rayan","3,2","11,50",3
23.09.2023,USC München - TSV Unterföhring,Boden,TSV Unterföhring,"Isztl, Daniel","4,1","10,65",0
23.09.2023,USC München - TSV Unterföhring,Boden,USC München,"Röhr, Alessio","3,3","11,55",1
23.09.2023,USC München - TSV Unterföhring,Boden,TSV Unterföhring,"Wolf, Sebastian","3,8","11,40",0
23.09.2023,USC München - TSV Unterföhring,Boden,USC München,"Huber, Paul","3,3","10,85",0
23.09.2023,USC München - TSV Unterföhring,Boden,TSV Unterföhring,"Miggitsch, Martin","4,6","11,00",1
23.09.2023,USC München - TSV Unterföhring,Pferd,USC München,"Seipl, Paul","2,5","9,95",3
23.09.2023,USC München - TSV Unterföhring,Pferd,TSV Unterföhring,"Eiglmeier, Christoph","2,6","9,25",0
23.09.2023,USC München - TSV Unterföhring,Pferd,USC München,"Bouchi, Rayan","2,6","9,95",0
23.09.2023,USC München - TSV Unterföhring,Pferd,TSV Unterföhring,"Miggitsch, Martin","4,1","11,15",4
23.09.2023,USC München - TSV Unterföhring,Pferd,USC München,"Ritung, Ken","3,6","11,65",5
23.09.2023,USC München - TSV Unterföhring,Pferd,TSV Unterföhring,"Bircks, Oliver","2,7","9,15",0
23.09.2023,USC München - TSV Unterföhring,Pferd,USC München,"Pfinder, Moritz","3,3","10,30",5
23.09.2023,USC München - TSV Unterföhring,Pferd,TSV Unterföhring,"Wolf, Sebastian","2,5","7,80",0
23.09.2023,USC München - TSV Unterföhring,Ringe,USC München,"Huber, Paul","2,9","10,95",0
23.09.2023,USC München - TSV Unterföhring,Ringe,TSV Unterföhring,"Bircks, Oliver","2,9","10,95",0
23.09.2023,USC München - TSV Unterföhring,Ringe,USC München,"Peindl, Severin","2,5","10,60",1
23.09.2023,USC München - TSV Unterföhring,Ringe,TSV Unterföhring,"Bircks, Florian","2,4","10,35",0
23.09.2023,USC München - TSV Unterföhring,Ringe,USC München,"Huber, David","2,4","10,70",3
23.09.2023,USC München - TSV Unterföhring,Ringe,TSV Unterföhring,"Eiglmeier, Christoph","2,9","9,80",0
23.09.2023,USC München - TSV Unterföhring,Ringe,USC München,"Seipl, Paul","2,4","10,30",0
23.09.2023,USC München - TSV Unterföhring,Ringe,TSV Unterföhring,"Zander, Daniel","5,1","12,75",5
23.09.2023,USC München - TSV Unterföhring,Sprung,USC München,"Bouchi, Rayan","3,2","11,90",0
23.09.2023,USC München - TSV Unterföhring,Sprung,TSV Unterföhring,"Eiglmeier, Christoph","4,0","12,85",3
23.09.2023,USC München - TSV Unterföhring,Sprung,USC München,"Ritung, Ken","4,0","12,65",0
23.09.2023,USC München - TSV Unterföhring,Sprung,TSV Unterföhring,"Miggitsch, Martin","4,8","13,15",2
23.09.2023,USC München - TSV Unterföhring,Sprung,USC München,"Albert, Felix","2,4","11,05",0
23.09.2023,USC München - TSV Unterföhring,Sprung,TSV Unterföhring,"Bircks, Oliver","4,0","12,40",4
23.09.2023,USC München - TSV Unterföhring,Sprung,USC München,"Röhr, Alessio","4,0","12,70",3
23.09.2023,USC München - TSV Unterföhring,Sprung,TSV Unterföhring,"Isztl, Daniel","4,0","12,15",0
23.09.2023,USC München - TSV Unterföhring,Barren,USC München,"Ritung, Ken","3,2","11,65",1
23.09.2023,USC München - TSV Unterföhring,Barren,TSV Unterföhring,"Rolle, Andreas","2,7","11,40",0
23.09.2023,USC München - TSV Unterföhring,Barren,USC München,"Huber, David","2,5","11,65",0
23.09.2023,USC München - TSV Unterföhring,Barren,TSV Unterföhring,"Bircks, Oliver","2,5","11,55",0
23.09.2023,USC München - TSV Unterföhring,Barren,USC München,"Albert, Felix","2,4","11,25",0
23.09.2023,USC München - TSV Unterföhring,Barren,TSV Unterföhring,"Isztl, Daniel","3,2","11,75",2
23.09.2023,USC München - TSV Unterföhring,Barren,USC München,"Huber, Paul","2,5","11,55",2
23.09.2023,USC München - TSV Unterföhring,Barren,TSV Unterföhring,"Zander, Daniel","3,8","11,25",0
